1.000000,0.072678,0.071854,0.019983,0.016284
2.000000,0.056587,0.030836,0.034764,0.016143
3.000000,0.036420,0.078618,0.052602,0.015939
4.000000,0.024120,0.018001,0.026837,0.015896
5.000000,0.078673,0.024531,0.071529,0.015806
6.000000,0.025898,0.038566,0.056498,0.015639
7.000000,0.063878,0.060379,0.061104,0.015501
8.000000,0.016482,0.072657,0.021858,0.014935
9.000000,0.023396,0.026444,0.084744,0.014834
10.000000,0.080948,0.076932,0.082947,0.014314
11.000000,0.016728,0.080110,0.078925,0.014076
12.000000,0.086112,0.040334,0.043562,0.013684
13.000000,0.044415,0.054743,0.082317,0.013629
14.000000,0.032479,0.049156,0.028871,0.013484
15.000000,0.081844,0.027082,0.014064,0.013483
16.000000,0.047161,0.082262,0.080887,0.013249
17.000000,0.085381,0.086092,0.052274,0.013033
18.000000,0.049780,0.015007,0.079282,0.012819
19.000000,0.044229,0.082986,0.013707,0.012778
20.000000,0.080187,0.013881,0.044060,0.012776
21.000000,0.073881,0.049228,0.086164,0.012763
22.000000,0.012669,0.052357,0.084153,0.012650
23.000000,0.013494,0.012912,0.058091,0.012337
24.000000,0.040908,0.015565,0.053036,0.011981
25.000000,0.051316,0.012875,0.013492,0.011794
26.000000,0.013115,0.062392,0.051075,0.011518
27.000000,0.012945,0.088657,0.043079,0.011214
28.000000,0.061008,0.045656,0.011724,0.011015
29.000000,0.057229,0.088371,0.036313,0.011003
30.000000,0.015625,0.043667,0.012027,0.010950
31.000000,0.088725,0.053215,0.067882,0.010901
32.000000,0.060938,0.088431,0.061838,0.010899
33.000000,0.052501,0.060762,0.036723,0.010839
34.000000,0.051858,0.036679,0.062418,0.010755
35.000000,0.088272,0.049672,0.019940,0.010661
36.000000,0.041468,0.033093,0.012038,0.010647
37.000000,0.089821,0.064121,0.045074,0.010070
38.000000,0.010046,0.040933,0.032426,0.010024
39.000000,0.044127,0.058340,0.010643,0.010007
40.000000,0.056024,0.035431,0.089750,0.009977
41.000000,0.061928,0.009881,0.056796,0.009616
42.000000,0.089228,0.090160,0.010993,0.009398
43.000000,0.089071,0.011432,0.090573,0.009387
44.000000,0.088625,0.089541,0.030230,0.009352
45.000000,0.068673,0.009896,0.089561,0.009145
46.000000,0.090887,0.009012,0.024450,0.008964
47.000000,0.070851,0.009626,0.022197,0.008630
48.000000,0.029915,0.091438,0.031729,0.008534
49.000000,0.026547,0.059750,0.069075,0.008519
50.000000,0.060960,0.067146,0.090813,0.008505
51.000000,0.008414,0.009310,0.091124,0.008312
52.000000,0.008391,0.025454,0.008352,0.008130
53.000000,0.090835,0.036611,0.089287,0.008048
54.000000,0.014004,0.091617,0.008316,0.007968
55.000000,0.008455,0.008435,0.011532,0.007805
56.000000,0.046969,0.008080,0.032551,0.007760
57.000000,0.069448,0.052964,0.038435,0.007715
58.000000,0.065040,0.092072,0.087341,0.007685
59.000000,0.031262,0.010073,0.070911,0.007581
60.000000,0.008877,0.027374,0.043731,0.007508
61.000000,0.062927,0.092081,0.009198,0.007475
62.000000,0.092210,0.057647,0.089888,0.007470
63.000000,0.044108,0.051786,0.050615,0.007362
64.000000,0.068977,0.075245,0.044648,0.007156
65.000000,0.027926,0.064045,0.092119,0.006807
66.000000,0.014537,0.093554,0.059874,0.006315
67.000000,0.059295,0.027672,0.006734,0.006188
68.000000,0.030332,0.049903,0.006497,0.005863
69.000000,0.009382,0.008054,0.076570,0.005861
70.000000,0.072487,0.092752,0.073598,0.005853
71.000000,0.009360,0.007623,0.041435,0.005603
72.000000,0.008874,0.037707,0.070226,0.005464
73.000000,0.008815,0.092749,0.092521,0.005345
74.000000,0.034748,0.075492,0.093686,0.005299
75.000000,0.055614,0.005958,0.043754,0.005240
76.000000,0.030631,0.066263,0.007517,0.005110
77.000000,0.028374,0.092302,0.094247,0.005083
78.000000,0.030601,0.094530,0.005919,0.004755
79.000000,0.031966,0.010340,0.095182,0.004715
80.000000,0.075933,0.092372,0.024049,0.004703
81.000000,0.012138,0.095026,0.028270,0.004679
82.000000,0.005041,0.019161,0.081414,0.004665
83.000000,0.009921,0.056316,0.032570,0.004616
84.000000,0.093445,0.094536,0.074064,0.004600
85.000000,0.079799,0.054808,0.005763,0.004440
86.000000,0.005748,0.005953,0.028710,0.004386
87.000000,0.070462,0.030369,0.093968,0.004288
88.000000,0.088877,0.094647,0.085913,0.004274
89.000000,0.093072,0.079828,0.067478,0.004215
90.000000,0.092774,0.043950,0.079343,0.004118
91.000000,0.033541,0.023621,0.066830,0.004043
92.000000,0.040817,0.070040,0.029258,0.003972
93.000000,0.048738,0.094325,0.047950,0.003912
94.000000,0.054212,0.069566,0.004015,0.003854
95.000000,0.093476,0.011221,0.075749,0.003759
96.000000,0.013143,0.053138,0.067310,0.003732
97.000000,0.027778,0.081968,0.009597,0.003682
98.000000,0.081148,0.071151,0.065504,0.003657
99.000000,0.066121,0.013091,0.005500,0.003625
100.000000,0.029155,0.004421,0.090094,0.003576
101.000000,0.064975,0.005627,0.073976,0.003531
102.000000,0.047440,0.004603,0.094289,0.003386
103.000000,0.029715,0.090471,0.015717,0.003294
104.000000,0.096020,0.005462,0.066675,0.003286
105.000000,0.036920,0.031451,0.070482,0.003127
106.000000,0.076610,0.092007,0.034241,0.003042
107.000000,0.095331,0.005345,0.013522,0.002964
108.000000,0.095487,0.052231,0.003577,0.002858
109.000000,0.008330,0.046095,0.064524,0.002855
110.000000,0.049307,0.032802,0.076371,0.002839
111.000000,0.093707,0.007248,0.060549,0.002712
112.000000,0.020971,0.004342,0.005279,0.002645
113.000000,0.025472,0.096291,0.067106,0.002568
114.000000,0.009341,0.068205,0.093603,0.002531
115.000000,0.082664,0.041042,0.005411,0.002517
